Sr.no,Dealer,Product,Sales
2630,1650,1223,15
2631,1568,1478,233
2632,1457,2655,0
2633,1568,1221,81
2634,1423,2938,5
2635,1074,2210,5
2636,1233,2768,23
2637,1007,2135,251
2638,1575,1911,126
2639,1575,1885,219
2640,1136,1803,248
2641,1036,2005,172
2642,1330,2245,55
2643,1021,2620,8
2644,1172,1932,58
2645,1279,1354,112
2646,1642,1073,44
2647,1202,2289,60
2648,1407,1506,64
2649,1413,1234,162
2650,1140,1362,13
2651,1235,2444,32
2652,1095,1874,129
2653,1060,1236,33
2654,1433,2377,43
2655,1456,1891,22
2656,1508,2069,92
2657,1431,1777,107
2658,1557,1291,37
2659,1395,1265,160
2660,1058,2756,54
2661,1186,1744,112
2662,1075,2442,4
2663,1199,1242,18
2664,1179,2350,18
2665,1169,2376,92
2666,1452,1277,70
2667,1163,2100,33
2668,1135,2628,76
2669,1549,1772,16
2670,1069,2155,98
2671,1044,1554,136
2672,1225,2686,15
2673,1444,1877,16
2674,1038,2252,201
2675,1367,2506,92
2676,1085,1097,66
2677,1129,1034,71
2678,1217,1453,0
2679,1382,1887,261
2680,1531,1788,80
2681,1247,2869,1
2682,1376,1619,24
2683,1273,1265,7
2684,1080,2769,13
2685,1452,1170,53
2686,1552,1094,108
2687,1164,1928,146
2688,1517,2855,180
2689,1227,1301,0
2690,1439,2843,21
2691,1021,2158,1
2692,1218,2810,75
2693,1225,1095,51
2694,1333,1933,186
2695,1513,1912,61
2696,1461,1776,28
2697,1378,2894,32
2698,1362,2820,18
2699,1297,2686,180
2700,1569,2631,201
2701,1220,2207,5
2702,1553,1185,152
2703,1195,1595,176
2704,1612,2289,69
2705,1011,1419,238
2706,1524,2094,246
2707,1351,2489,107
2708,1361,1827,105
2709,1398,2267,84
2710,1034,1595,30
2711,1615,2158,171
2712,1542,2799,114
2713,1118,2686,5
2714,1622,2866,27
2715,1614,1390,134
2716,1119,2905,113
2717,1540,2523,142
2718,1204,1914,41
2719,1035,1727,3
2720,1629,2441,29
2721,1478,1701,4
2722,1409,2590,65
2723,1015,2982,32
2724,1250,1631,211
2725,1385,1310,85
2726,1461,2152,24
2727,1048,2090,219
2728,1037,1570,91
2729,1459,2198,2
2730,1420,1312,25
2731,1504,2803,53
2732,1561,2048,164
2733,1007,1469,8
2734,1144,2788,144
2735,1191,1048,1
2736,1323,1513,105
2737,1308,1810,72
2738,1093,2633,63
2739,1021,2008,164
2740,1288,2822,48
2741,1477,1413,16
2742,1471,2242,15
2743,1023,2560,47
2744,1518,1763,133
2745,1156,1246,87
2746,1244,1126,18
2747,1257,1255,44
2748,1131,1587,236
2749,1498,1177,131
2750,1407,1914,11
2751,1450,2303,25
2752,1514,2083,2
2753,1243,2808,278
2754,1135,1343,31
2755,1017,2441,25
2756,1414,2136,18
2757,1598,1661,134
2758,1450,1671,37
2759,1281,1292,123
2760,1093,2305,1
2761,1149,1912,203
2762,1129,1851,222
2763,1374,1209,53
2764,1104,2121,5
2765,1584,2350,4
2766,1382,1119,119
2767,1431,1166,250
2768,1218,1353,8
2769,1610,1459,43
2770,1441,2532,34
2771,1149,1382,23
2772,1055,1879,49
2773,1036,2111,45
2774,1095,2830,79
2775,1541,1652,3
2776,1106,1495,197
2777,1184,2530,7
2778,1193,2571,52
2779,1200,2115,16
2780,1033,2182,60
2781,1222,1635,38
2782,1261,2757,177
2783,1506,1115,84
2784,1471,1522,14
2785,1371,1967,134
2786,1638,1515,150
2787,1578,2598,29
2788,1415,1101,49
2789,1548,2304,6
2790,1215,2110,178
2791,1640,1176,22
2792,1303,1461,78
2793,1011,1052,18
2794,1084,1113,75
2795,1307,1230,69
2796,1438,1877,48
2797,1129,1936,208
2798,1086,1551,34
2799,1475,2736,11
2800,1251,2656,229
2801,1001,2792,172
2802,1225,2369,75
2803,1622,1443,37
2804,1095,1249,7
2805,1221,1632,5
2806,1384,2457,6
2807,1198,1754,249
2808,1132,2099,137
2809,1556,2773,252
2810,1229,2924,0
2811,1287,2913,109
2812,1629,2167,8
2813,1197,1860,78
2814,1063,2631,0
2815,1522,2866,168
2816,1249,2003,13
2817,1135,1788,35
2818,1583,1912,104
2819,1388,1088,3
2820,1112,2045,75
2821,1349,2865,142
2822,1297,2418,148
2823,1282,1420,0
2824,1487,1968,18
2825,1533,1091,86
2826,1092,1186,60
2827,1535,1785,100
2828,1374,1854,4
2829,1413,2079,38
2830,1069,1018,21
2831,1448,2477,126
2832,1018,2059,29
2833,1252,2036,13
2834,1395,1862,80
2835,1485,2308,98
2836,1206,1709,114
2837,1527,1825,184
2838,1127,1998,231
2839,1332,2213,51
2840,1281,2314,88
2841,1487,1428,181
2842,1461,2494,89
2843,1135,1466,177
2844,1058,2647,1
2845,1017,2985,245
2846,1402,1926,22
2847,1225,2155,50
2848,1398,2951,153
2849,1494,1167,83
2850,1160,1946,146
2851,1626,1879,205
2852,1377,2932,93
2853,1447,2730,194
2854,1287,2205,93
2855,1095,1588,201
2856,1481,2310,16
2857,1581,2091,92
2858,1564,2518,131
2859,1038,1698,186
2860,1556,1238,99
2861,1383,1169,126
2862,1366,1399,116
2863,1231,1416,4
2864,1024,1236,119
2865,1584,1540,164
2866,1250,2184,63
2867,1090,2670,16
2868,1419,2918,132
2869,1017,2374,212
2870,1437,2319,32
2871,1518,1248,1
2872,1186,2844,55
2873,1481,1263,60
2874,1169,2172,14
2875,1129,1987,29
2876,1245,2409,118
2877,1301,1325,7
2878,1387,2595,86
2879,1603,1451,52
2880,1309,1336,214
2881,1261,1108,17
2882,1092,2489,22
2883,1470,1752,53
2884,1362,2726,93
2885,1288,2152,165
2886,1345,2236,48
2887,1285,2780,57
2888,1099,1532,65
2889,1316,2705,3
2890,1285,1596,3
2891,1139,1572,2
2892,1451,2840,94
2893,1576,2897,191
2894,1064,2972,31
2895,1319,1159,120
2896,1546,1545,38
2897,1081,2670,0
2898,1519,2629,82
2899,1281,2691,11
2900,1208,1544,154
2901,1382,2457,52
2902,1238,1743,14
2903,1056,1592,6
2904,1137,2317,74
2905,1542,2250,31
2906,1270,1340,20
2907,1337,1049,109
2908,1376,1098,97
2909,1122,1244,20
2910,1584,1388,36
2911,1504,1999,7
2912,1398,2013,44
2913,1311,1014,143
2914,1586,2853,41
2915,1258,2570,118
2916,1259,2800,234
2917,1391,1776,27
2918,1148,1873,51
2919,1376,1289,8
2920,1629,1864,0
2921,1136,1351,6
2922,1161,2210,243
2923,1236,2308,32
2924,1319,2375,76
2925,1122,2118,14
2926,1148,2311,20
2927,1560,2441,142
2928,1576,1097,21
2929,1148,1868,104
2930,1101,1056,171
2931,1629,2696,16
2932,1427,2348,205
2933,1327,1551,160
2934,1421,1952,20
2935,1396,1150,23
2936,1588,2308,13
2937,1252,1372,86
2938,1459,2835,69
2939,1126,2121,19
2940,1648,2358,47
2941,1096,2233,63
2942,1574,1077,66
2943,1188,2483,81
2944,1402,2511,103
2945,1031,1218,121
2946,1150,1794,75
2947,1588,1180,281
2948,1290,1817,11
2949,1450,2254,101
2950,1580,1792,69
2951,1588,2658,35
2952,1581,2201,12
2953,1381,1661,99
2954,1137,2932,115
2955,1611,2176,24
2956,1120,2779,50
2957,1643,1730,24
2958,1071,1339,54
2959,1455,2839,34
2960,1567,2887,39
2961,1386,2729,109
2962,1148,1702,25
2963,1093,1765,37
2964,1089,1108,47
2965,1122,1172,208
2966,1443,2658,179
2967,1482,1851,163
2968,1139,1117,60
2969,1038,1624,170
2970,1500,2914,43
2971,1095,1331,13
2972,1473,2304,4
2973,1635,1808,1
2974,1584,2517,37
2975,1035,2598,4
2976,1504,2356,6
2977,1540,2073,36
2978,1113,1266,4
2979,1114,1129,22
2980,1135,1135,16
2981,1564,2421,99
2982,1108,1122,59
2983,1362,1122,121
2984,1007,2351,67
2985,1250,2349,97
2986,1203,1957,174
2987,1551,2912,6
2988,1245,1042,2
2989,1098,2211,81
2990,1372,2852,56
2991,1509,2784,12
2992,1282,2780,247
2993,1372,1867,15
2994,1288,2234,153
2995,1390,1415,3
2996,1145,2574,30
2997,1630,2420,80
2998,1174,1356,152
2999,1413,2651,1
3000,1443,2088,77
3001,1485,2582,65
3002,1544,1742,118
3003,1521,1361,37
3004,1166,2481,4
3005,1203,1838,21
3006,1383,2213,41
3007,1177,1218,53
3008,1077,1987,106
3009,1398,2607,104
3010,1573,1700,80
3011,1501,1433,22
3012,1112,1014,23
3013,1073,2958,25
3014,1362,1535,25
3015,1125,1123,116
3016,1048,1116,129
3017,1018,1769,41
3018,1473,2699,14
3019,1551,1035,152
3020,1103,1780,99
3021,1086,2134,38
3022,1093,2976,52
3023,1552,1512,17
3024,1456,2703,3
3025,1509,1057,69
3026,1399,1710,3
3027,1387,2722,181
3028,1612,1552,20
3029,1058,2487,175
3030,1510,1549,21
3031,1243,1589,249
3032,1386,2766,44
3033,1133,2428,94
3034,1240,2777,16
3035,1456,1465,123
3036,1576,2856,23
3037,1544,2584,92
3038,1111,1878,93
3039,1342,2077,37
3040,1430,2623,60
3041,1153,2815,10
3042,1556,1172,227
3043,1543,2211,148
3044,1280,2303,3
3045,1075,2006,3
3046,1055,1659,157
3047,1635,1377,165
3048,1318,2955,2
3049,1052,1565,19
3050,1145,1237,28
3051,1476,2771,164
3052,1643,1113,61
3053,1608,2735,6
3054,1540,2295,161
3055,1210,2786,76
3056,1306,1013,19
3057,1623,2060,20
3058,1496,1567,10
3059,1567,2892,47
3060,1607,1201,235
3061,1175,2227,83
3062,1228,2428,17
3063,1553,1554,33
3064,1249,2010,11
3065,1153,2282,9
3066,1590,1682,59
3067,1529,1416,158
3068,1141,1235,51
3069,1548,2540,7
3070,1337,2615,147
3071,1170,2710,110
3072,1041,2410,137
3073,1306,2922,110
3074,1357,2735,194
3075,1511,2697,74
3076,1078,1173,127
3077,1318,1826,69
3078,1226,2090,36
3079,1158,1193,52
3080,1295,1569,18
3081,1145,1023,10
3082,1629,2897,220
3083,1435,1122,40
3084,1206,1572,236
3085,1137,2032,116
3086,1189,2575,3
3087,1607,1470,7
3088,1009,2911,16
3089,1286,2070,176
3090,1414,1689,22
3091,1304,2355,26
3092,1549,1831,144
3093,1470,1847,111
3094,1274,1452,182
3095,1173,1949,47
3096,1323,1954,45
3097,1109,2862,37
3098,1326,2831,0
3099,1499,1618,79
3100,1591,2915,1
3101,1262,1744,81
3102,1358,2676,57
3103,1036,2782,96
3104,1562,1673,36
3105,1414,1613,116
3106,1197,1076,72
3107,1580,1937,89
3108,1233,2045,29
3109,1055,1801,0
3110,1064,2121,63
3111,1581,1720,105
3112,1152,2637,92
3113,1489,2832,37
3114,1345,1083,64
3115,1375,1652,18
3116,1249,1736,102
3117,1239,1256,1
3118,1494,2325,26
3119,1268,1262,32
3120,1368,1162,139
3121,1333,2900,251
3122,1225,2933,25
3123,1648,2522,141
3124,1624,1509,17
3125,1274,2818,4
3126,1638,1141,217
3127,1306,2357,131
3128,1086,2934,121
3129,1462,1852,2
3130,1086,1296,42
3131,1446,2169,10
3132,1125,2299,135
3133,1643,1411,29
3134,1609,1555,38
3135,1318,1994,4
3136,1161,1287,108
3137,1091,1961,0
3138,1557,1976,129
3139,1369,2504,10
3140,1330,1001,15
3141,1194,1129,204
3142,1338,1036,277
3143,1403,1575,25
3144,1218,2069,32
3145,1116,2003,268
3146,1464,1385,26
3147,1465,2357,11
3148,1430,2174,213
3149,1371,1703,213
3150,1031,1199,104
3151,1178,2705,186
3152,1340,2894,96
3153,1570,2729,1
3154,1212,2509,94
3155,1061,1430,3
3156,1128,2352,20
3157,1521,2345,63
3158,1271,1103,62
3159,1081,1119,102
3160,1382,2008,8
3161,1466,1297,16
3162,1140,1049,53
3163,1278,1422,47
3164,1453,1564,55
3165,1398,1114,24
3166,1174,1436,2
3167,1594,1792,18
3168,1613,2672,60
3169,1516,2406,220
3170,1078,1767,76
3171,1023,1617,18
3172,1265,1967,66
3173,1167,1094,155
3174,1638,1867,78
3175,1465,2718,7
3176,1526,1425,34
3177,1379,1546,221
3178,1335,1636,66
3179,1575,1650,5
3180,1435,1025,160
3181,1551,1938,5
3182,1339,2371,1
3183,1567,1858,3
3184,1459,1882,47
3185,1390,2515,29
3186,1466,2436,79
3187,1598,2588,41
3188,1173,1225,93
3189,1470,2518,57
3190,1357,1383,134
3191,1480,2901,96
3192,1447,1940,186
3193,1557,2989,25
3194,1329,2382,25
3195,1284,2065,51
3196,1089,1033,63
3197,1339,1187,32
3198,1042,1013,94
3199,1426,1953,115
3200,1089,2606,21
3201,1555,1215,103
3202,1613,1259,8
3203,1181,2419,31
3204,1075,1360,20
3205,1392,2958,1
3206,1399,1854,143
3207,1607,1681,69
3208,1541,1966,43
3209,1549,2729,129
3210,1364,2212,12
3211,1001,1443,26
3212,1215,2656,79
3213,1626,1555,89
3214,1209,1080,0
3215,1195,1798,67
3216,1011,2863,37
3217,1064,1555,1
3218,1429,1461,146
3219,1537,1332,53
3220,1591,1103,30
3221,1342,1824,128
3222,1217,1711,51
3223,1188,2006,77
3224,1433,1386,3
3225,1244,1965,29
3226,1330,2792,83
3227,1102,1357,105
3228,1017,2744,128
3229,1375,2478,62
3230,1484,2804,111
3231,1523,2537,261
3232,1567,1772,83
3233,1016,2653,12
3234,1421,1065,22
3235,1435,1012,110
3236,1512,1571,6
3237,1379,1806,38
3238,1417,2367,89
3239,1150,2081,83
3240,1195,2373,38
3241,1186,2708,125
3242,1293,1390,34
3243,1323,2990,215
3244,1593,2741,35
3245,1149,1938,26
3246,1628,2815,4
3247,1596,2654,66
3248,1566,1070,1
3249,1169,2261,121
3250,1164,1620,115
3251,1304,2882,43
3252,1428,1185,23
3253,1135,1539,200
3254,1037,2803,27
3255,1632,1869,66
3256,1427,2432,130
3257,1142,2131,123
3258,1235,1246,82
3259,1490,2400,227
3260,1260,1122,71
3261,1514,2639,5
3262,1248,1254,120
3263,1335,1929,1
3264,1250,2404,43
3265,1504,1771,83
3266,1511,1054,66
3267,1449,2490,125
3268,1402,2791,17
3269,1302,1144,6
3270,1478,1117,15
3271,1463,2655,36
3272,1402,1706,238
3273,1414,1314,2
3274,1507,2350,0
3275,1618,2713,54
3276,1299,1555,59
3277,1113,1954,99
3278,1494,2637,72
3279,1579,2233,156
3280,1239,2525,58
3281,1273,2722,123
3282,1376,1380,22
3283,1007,1131,3
3284,1500,1277,15
3285,1318,2988,125
3286,1555,1557,98
3287,1283,2094,59
3288,1143,2451,17
3289,1221,2803,189
3290,1050,1797,131
3291,1306,1345,114
3292,1466,2502,118
3293,1410,1492,10
3294,1119,2596,22
3295,1574,1749,50
3296,1623,1101,21
3297,1288,2033,62
3298,1001,1203,97
3299,1316,2087,110
3300,1595,1775,52
3301,1419,1035,87
3302,1323,2758,14
3303,1107,1939,60
3304,1058,1851,15
3305,1196,1192,38
3306,1253,1766,30
3307,1335,2330,61
3308,1637,2413,44
3309,1052,1081,31
3310,1124,2566,79
3311,1427,1958,57
3312,1019,2664,117
3313,1043,2034,32
3314,1208,1514,68
3315,1204,2374,19
3316,1339,2429,128
3317,1400,2041,23
3318,1352,1739,103
3319,1023,2109,2
3320,1223,2402,7
3321,1643,2292,3
3322,1424,2020,30
3323,1031,1973,92
3324,1298,1437,13
3325,1038,2279,187
3326,1621,1411,53
3327,1641,1683,42
3328,1125,2171,38
3329,1536,2222,88
3330,1204,2662,7
3331,1404,2369,63
3332,1208,2921,22
3333,1597,2623,9
3334,1404,1544,137
3335,1017,2369,51
3336,1284,2466,85
3337,1379,1620,85
3338,1177,1172,39
3339,1234,1445,3
3340,1027,2640,67
3341,1308,2071,83
3342,1256,2383,7
3343,1347,1242,8
3344,1572,2514,79
3345,1505,1060,85
3346,1131,2596,6
3347,1623,1814,0
3348,1321,1443,32
3349,1536,1386,147
3350,1521,2197,91
3351,1127,1547,12
3352,1543,2090,14
3353,1113,2569,102
3354,1234,2304,4
3355,1528,2581,126
3356,1337,2985,106
3357,1183,2295,2
3358,1078,1486,8
3359,1242,1016,80
3360,1338,1448,54
3361,1003,1265,48
3362,1574,1868,33
3363,1634,2499,6
3364,1218,1345,20
3365,1267,1598,14
3366,1094,2247,27
3367,1043,1262,17
3368,1556,1842,142
3369,1230,2888,21
3370,1146,2465,56
3371,1409,2787,2
3372,1010,2049,123
3373,1577,1472,118
3374,1063,2251,228
3375,1488,2738,28
3376,1616,2399,105
3377,1271,2632,137
3378,1447,2587,25
3379,1129,1651,26
3380,1499,1214,13
3381,1404,1339,58
3382,1643,2850,22
3383,1080,2508,43
3384,1413,2909,257
3385,1481,1253,201
3386,1476,2691,1
3387,1011,2851,169
3388,1387,1339,3
3389,1463,1209,94
3390,1255,1012,222
3391,1083,1611,45
3392,1032,2927,41
3393,1188,1631,18
3394,1624,1818,33
3395,1634,1236,32
3396,1315,1246,150
3397,1503,1645,15
3398,1320,2173,8
3399,1089,2997,114
3400,1569,1260,35
3401,1554,1541,76
3402,1177,1530,42
3403,1220,2828,18
3404,1233,1757,59
3405,1086,2467,39
3406,1538,2503,45
3407,1531,2894,52
3408,1175,2144,136
3409,1517,1339,46
3410,1467,1364,33
3411,1187,2521,49
3412,1518,2474,19
3413,1613,2162,108
3414,1032,2325,2
3415,1542,1339,39
3416,1056,2970,11
3417,1567,1618,90
3418,1237,2681,9
3419,1134,1425,20
3420,1390,1971,25
3421,1529,1568,109
3422,1613,1156,44
3423,1270,2070,47
3424,1359,2360,23
3425,1446,1210,8
3426,1581,1598,47
3427,1369,1089,2
3428,1107,2610,51
3429,1256,1346,82
3430,1593,2626,16
3431,1302,2289,83
3432,1246,1286,29
3433,1323,1160,17
3434,1373,2629,51
3435,1532,2104,54
3436,1552,1793,128
3437,1634,2237,8
3438,1437,2177,28
3439,1187,1290,10
3440,1224,2465,20
3441,1042,1069,178
3442,1235,1853,120
3443,1396,2594,35
3444,1416,2176,58
3445,1234,2260,13
3446,1520,1338,35
3447,1199,1794,83
3448,1575,1002,29
3449,1053,2771,35
3450,1078,2743,4
3451,1063,2797,69
3452,1076,1691,120
3453,1574,1793,70
3454,1597,2487,31
3455,1478,2029,10
3456,1582,2012,9
3457,1567,2122,256
3458,1308,1064,269
3459,1103,2799,131
3460,1266,1701,248
3461,1378,2076,102
3462,1417,2182,164
3463,1343,1789,2
3464,1113,1896,2
3465,1096,1830,8
3466,1215,2085,146
3467,1273,2952,84
3468,1183,1963,5
3469,1286,1687,1
3470,1097,2916,177
3471,1417,1317,174
3472,1329,2866,59
3473,1628,1333,205
3474,1387,2345,93
3475,1062,1791,89
3476,1185,2135,126
3477,1477,2520,34
3478,1154,1030,34
3479,1121,2605,106
3480,1293,2919,167
3481,1294,1340,1
3482,1127,2210,11
3483,1230,2864,13
3484,1373,1298,12
3485,1145,1121,208
3486,1262,2586,92
3487,1351,2741,57
3488,1114,2045,12
3489,1345,2175,8
3490,1098,2804,39
3491,1254,1869,69
3492,1577,1836,57
3493,1623,1288,165
3494,1016,2286,155
3495,1263,2553,10
3496,1062,1770,24
3497,1643,2726,5
3498,1098,1541,36
3499,1197,1876,74
3500,1229,2520,82
3501,1013,1636,55
3502,1221,2473,67
3503,1021,2071,21
3504,1615,1354,11
3505,1442,1110,106
3506,1382,1467,155
3507,1333,1648,1
3508,1177,2281,108
3509,1453,1025,88
3510,1643,1345,211
3511,1074,1310,127
3512,1099,1208,164
3513,1292,2087,18
3514,1127,1008,0
3515,1289,1030,42
3516,1424,1306,251
3517,1497,2607,15
3518,1618,1867,2
3519,1609,2731,13
3520,1186,1162,12
3521,1143,1477,58
3522,1496,1922,35
3523,1368,1018,28
3524,1370,1261,27
3525,1581,1333,24
3526,1427,2120,36
3527,1317,2588,18
3528,1353,2768,38
3529,1013,1381,173
3530,1563,1825,27
3531,1122,1004,140
3532,1116,2766,144
3533,1252,2716,199
3534,1513,1606,102
3535,1390,1013,74
3536,1561,2393,23
3537,1257,2985,55
3538,1447,1494,3
3539,1348,1521,19
3540,1412,2368,112
3541,1586,2148,52
3542,1409,1724,7
3543,1236,2177,23
3544,1534,1857,5
3545,1237,2462,3
3546,1484,1668,32
3547,1292,1238,170
3548,1350,1603,24
3549,1232,1430,141
3550,1472,2524,7
3551,1157,1689,147
3552,1005,2697,28
3553,1115,1946,23
3554,1469,1450,2
3555,1189,1314,46
3556,1572,1078,46
3557,1052,2876,162
3558,1156,1066,60
3559,1172,1232,29
3560,1597,2541,49
3561,1274,2160,45
3562,1562,2858,85
3563,1155,1707,4
3564,1263,2084,2
3565,1105,2855,2
3566,1569,2240,1
3567,1521,2090,145
3568,1433,1786,2
3569,1450,2233,249
3570,1224,2298,87
3571,1209,1441,111
3572,1550,1760,37
3573,1446,1588,28
3574,1539,1738,133
3575,1600,1570,59
3576,1454,2091,197
3577,1134,1075,4
3578,1573,2620,10
3579,1479,2725,18
3580,1025,2194,93
3581,1153,1094,127
3582,1268,2450,225
3583,1390,2824,100
3584,1029,1372,9
3585,1145,2964,86
3586,1193,1052,6
3587,1648,1452,205
3588,1391,2736,101
3589,1276,1531,5
3590,1400,1286,63
3591,1377,2987,134
3592,1605,1155,16
3593,1371,2864,82
3594,1192,2356,11
3595,1586,1088,152
3596,1409,2708,13
3597,1123,1312,59
3598,1255,2465,249
3599,1166,2217,208
3600,1604,2666,101
3601,1203,1048,1
3602,1197,2752,8
3603,1579,1031,43
3604,1483,2650,98
3605,1125,2413,52
3606,1649,2752,64
3607,1398,2132,70
3608,1464,2742,66
3609,1623,2653,50
3610,1020,2506,1
3611,1510,2295,16
3612,1299,2514,19
3613,1413,2055,76
3614,1157,1014,87
3615,1462,1424,168
3616,1604,1842,30
3617,1400,2427,85
3618,1525,2285,167
3619,1502,1565,18
3620,1593,2476,171
3621,1082,1735,21
3622,1110,2165,74
3623,1610,1561,177
3624,1632,1388,130
3625,1153,1045,171
3626,1260,1129,12
3627,1551,1975,25
3628,1435,2726,34
3629,1477,2006,119
3630,1161,2126,100
3631,1023,2214,97
3632,1017,1351,33
3633,1553,1860,57
3634,1532,1931,8
3635,1344,2950,3
3636,1547,1965,19
3637,1611,1834,40
3638,1550,1635,62
3639,1439,2948,18
3640,1269,1416,65
3641,1165,2214,73
3642,1329,2295,11
3643,1354,1186,110
3644,1198,2080,141
3645,1454,2966,39
3646,1156,1446,13
3647,1562,2326,98
3648,1169,1588,90
3649,1280,1923,37
3650,1360,1964,5
3651,1420,1638,75
3652,1507,1516,100
3653,1399,2006,66
3654,1625,2920,61
3655,1528,2850,11
3656,1027,2373,87
3657,1192,1892,21
3658,1490,2002,30
3659,1147,1411,37
3660,1329,1682,169
3661,1523,2538,69
3662,1380,2038,32
3663,1371,1565,56
3664,1535,1001,7
3665,1366,1247,122
3666,1386,2764,46
3667,1523,2286,173
3668,1255,1889,3
3669,1250,1759,228
3670,1604,2580,13
3671,1178,1418,155
3672,1231,2116,21
3673,1008,2679,100
3674,1115,1725,23
3675,1643,2350,5
3676,1571,1013,35
3677,1579,1441,151
3678,1583,2067,57
3679,1615,2230,47
3680,1094,1997,71
3681,1194,2250,25
3682,1546,1898,103
3683,1397,1751,1
3684,1556,1325,24
3685,1239,1560,134
3686,1388,2554,133
3687,1088,2788,98
3688,1455,1977,213
3689,1030,1810,136
3690,1165,1754,191
3691,1371,2904,31
3692,1140,2029,211
3693,1122,2244,10
3694,1510,1637,152
3695,1060,1461,110
3696,1641,2381,14
3697,1433,1214,156
3698,1240,2877,117
3699,1450,2908,85
3700,1500,2717,79
3701,1516,1138,63
3702,1471,1364,81
3703,1226,2264,110
3704,1619,2512,113
3705,1075,1735,76
3706,1243,1735,26
3707,1391,1390,55
3708,1309,2702,10
3709,1145,2069,95
3710,1613,2898,12
3711,1078,2626,187
3712,1155,1252,73
3713,1482,1469,13
3714,1394,2197,176
3715,1424,1271,19
3716,1365,2843,57
3717,1325,1131,59
3718,1105,2757,13
3719,1062,1811,22
3720,1116,1282,11
3721,1327,1917,61
3722,1273,2827,56
3723,1618,2413,72
3724,1145,2465,122
3725,1471,2829,11
3726,1338,1360,1
3727,1612,1055,138
3728,1259,2379,183
3729,1568,2124,118
3730,1369,2769,86
3731,1202,2971,16
3732,1386,2207,6
3733,1031,2146,3
3734,1009,1724,49
3735,1491,1080,165
3736,1358,1575,4
3737,1481,2718,69
3738,1068,2853,149
3739,1373,2945,32
3740,1406,2404,10
3741,1596,2849,110
3742,1286,2336,184
3743,1353,1810,140
3744,1066,1834,45
3745,1495,2975,90
3746,1598,1058,69
3747,1258,2870,67
3748,1359,2513,74
3749,1230,1062,161
3750,1418,2505,8
3751,1338,1038,17
3752,1186,1450,203
3753,1520,1893,197
3754,1494,1621,12
3755,1618,2652,0
3756,1508,1508,29
3757,1529,2490,24
3758,1448,1127,23
3759,1332,1210,67
3760,1386,2823,7
3761,1022,1891,74
3762,1386,2625,85
3763,1303,2396,141
3764,1282,1660,17
3765,1057,2954,46
3766,1435,1718,243
3767,1259,2251,36
3768,1610,2748,205
3769,1074,1984,57
3770,1333,2218,115
3771,1255,1279,95
3772,1592,1326,242
3773,1345,1315,6
3774,1598,1493,78
3775,1275,2392,96
3776,1400,1117,27
3777,1016,2081,196
3778,1562,1829,40
3779,1183,2425,6
3780,1405,2678,7
3781,1631,1835,87
3782,1375,2614,60
3783,1055,1565,41
3784,1276,1748,15
3785,1042,2519,108
3786,1258,1987,5
3787,1598,2418,0
3788,1153,2265,166
3789,1439,2594,257
3790,1284,2634,70
3791,1044,2964,164
3792,1185,1225,152
3793,1175,1316,84
3794,1549,1162,0
3795,1116,2265,93
3796,1571,2108,103
3797,1173,2162,22
3798,1394,1968,10
3799,1441,2199,15
3800,1034,2777,15
3801,1577,1935,34
3802,1054,2993,32
3803,1111,1521,20
3804,1329,1016,137
3805,1389,1440,1
3806,1630,1745,85
3807,1240,1840,18
3808,1148,2238,47
3809,1380,2425,22
3810,1596,1772,2
3811,1275,1739,182
3812,1064,2506,198
3813,1364,2713,89
3814,1057,1438,7
3815,1274,2544,6
3816,1210,1765,113
3817,1482,1078,110
3818,1333,2626,159
3819,1141,1640,168
3820,1595,1720,44
3821,1351,2889,11
3822,1324,2958,115
3823,1616,1589,31
3824,1112,1463,7
3825,1607,2855,76
3826,1126,1438,13
3827,1237,1703,26
3828,1180,2199,23
3829,1495,1309,235
3830,1098,1092,137
3831,1556,2275,111
3832,1591,2819,45
3833,1159,2406,48
3834,1008,1268,108
3835,1428,2786,23
3836,1627,1897,43
3837,1105,1108,3
3838,1491,2079,54
3839,1397,2896,6
3840,1438,1554,133
3841,1064,2303,9
3842,1249,2113,107
3843,1303,2859,21
3844,1089,1929,133
3845,1468,2917,21
3846,1571,1886,33
3847,1060,1358,152
3848,1437,2071,192
3849,1136,2595,40
3850,1628,1640,84
3851,1454,1463,196
3852,1506,1678,89
3853,1435,2598,56
3854,1208,2144,94
3855,1324,1612,19
3856,1008,1521,44
3857,1085,2107,18
3858,1393,2182,29
3859,1003,1619,3
3860,1615,1528,209
3861,1143,1566,50
3862,1478,2124,8
3863,1252,1966,120
3864,1474,2338,21
3865,1478,2114,21
3866,1209,1369,98
3867,1069,1462,31
3868,1564,1351,117
3869,1235,2082,101
3870,1529,2136,126
3871,1193,1333,1
3872,1519,2222,130
3873,1584,2162,215
3874,1292,1453,48
3875,1159,1703,8
3876,1074,1459,50
3877,1213,1077,116
3878,1112,2432,6
3879,1082,2063,70
3880,1081,1572,70
3881,1427,1211,108
3882,1126,2266,61
3883,1589,2788,163
3884,1313,1292,75
3885,1464,2978,70
3886,1514,1218,221
3887,1567,2129,94
3888,1090,2882,145
3889,1122,2068,29
3890,1401,1842,13
3891,1456,1794,40
3892,1644,2533,73
3893,1369,1479,55
3894,1284,2470,133
3895,1343,1992,79
3896,1287,1843,17
3897,1367,1089,179
3898,1086,2084,28
3899,1073,2446,61
3900,1056,1711,169
