Sr.no,Dealer,Product,FC
2506,1165,2980,235
2507,1558,2758,106
2508,1309,1643,60
2509,1564,1884,195
2510,1301,1946,40
2511,1528,2861,71
2512,1489,1173,222
2513,1344,1506,52
2514,1607,2551,262
2515,1286,1407,157
2516,1436,2437,296
2517,1171,1639,292
2518,1231,1318,26
2519,1124,2381,124
2520,1061,2814,108
2521,1347,1679,290
2522,1132,2237,136
2523,1451,2524,283
2524,1100,1885,257
2525,1274,1251,298
2526,1062,1417,175
2527,1398,1398,161
2528,1341,1376,152
2529,1366,2633,130
2530,1638,2943,298
2531,1633,1669,31
2532,1441,2888,155
2533,1363,1888,260
2534,1052,2586,124
2535,1369,2742,149
2536,1219,2047,171
2537,1548,1696,208
2538,1586,2674,225
2539,1317,1242,293
2540,1228,1652,41
2541,1451,1614,107
2542,1400,1111,186
2543,1488,1043,49
2544,1567,1045,86
2545,1562,1173,253
2546,1329,2788,41
2547,1531,1992,6
2548,1162,2968,166
2549,1089,2052,266
2550,1238,1690,49
2551,1080,1820,264
2552,1268,2769,220
2553,1586,1296,296
2554,1349,1934,300
2555,1359,1682,80
2556,1397,2899,223
2557,1321,2302,35
2558,1568,2323,163
2559,1328,2958,198
2560,1157,2652,175
2561,1160,2674,140
2562,1002,2742,49
2563,1186,2332,214
2564,1056,2274,252
2565,1541,1841,287
2566,1618,2200,300
2567,1616,1560,128
2568,1021,1599,115
2569,1185,2767,236
2570,1416,2463,107
2571,1165,1646,225
2572,1283,2937,168
2573,1477,1213,92
2574,1006,2171,87
2575,1156,2294,72
2576,1628,2324,208
2577,1050,1514,118
2578,1300,2019,231
2579,1078,1414,126
2580,1468,1358,116
2581,1373,1545,16
2582,1103,1374,56
2583,1201,2070,105
2584,1525,1652,41
2585,1566,2502,87
2586,1635,2688,261
2587,1484,2109,195
2588,1272,2542,10
2589,1237,1609,231
2590,1205,1962,52
2591,1307,1451,300
2592,1380,1296,35
2593,1288,1918,282
2594,1135,2401,266
2595,1572,1741,209
2596,1607,2513,226
2597,1526,1880,81
2598,1360,1377,98
2599,1015,1848,58
2600,1249,2182,94
2601,1494,2366,3
2602,1644,2666,107
2603,1522,1689,170
2604,1649,2153,275
2605,1238,2456,46
2606,1101,2757,81
2607,1375,1642,170
2608,1563,2220,68
2609,1290,1453,138
2610,1145,2537,166
2611,1102,2810,105
2612,1487,2946,39
2613,1045,1026,282
2614,1115,2930,36
2615,1326,2627,256
2616,1422,2368,178
2617,1488,1976,73
2618,1454,2764,112
2619,1629,2058,49
2620,1204,1175,53
2621,1386,1510,224
2622,1436,1939,131
2623,1348,1788,17
2624,1049,2169,9
2625,1382,2223,96
2626,1150,1916,19
2627,1045,1585,141
2628,1015,1880,34
2629,1184,1337,182
2630,1650,1223,141
2631,1568,1478,246
2632,1457,2655,114
2633,1568,1221,127
2634,1423,2938,64
2635,1074,2210,11
2636,1233,2768,47
2637,1007,2135,264
2638,1575,1911,242
2639,1575,1885,289
2640,1136,1803,252
2641,1036,2005,198
2642,1330,2245,199
2643,1021,2620,215
2644,1172,1932,97
2645,1279,1354,295
2646,1642,1073,201
2647,1202,2289,135
2648,1407,1506,86
2649,1413,1234,298
2650,1140,1362,207
2651,1235,2444,218
2652,1095,1874,146
2653,1060,1236,193
2654,1433,2377,217
2655,1456,1891,32
2656,1508,2069,186
2657,1431,1777,265
2658,1557,1291,54
2659,1395,1265,177
2660,1058,2756,140
2661,1186,1744,119
2662,1075,2442,75
2663,1199,1242,37
2664,1179,2350,65
2665,1169,2376,290
2666,1452,1277,87
2667,1163,2100,242
2668,1135,2628,260
2669,1549,1772,50
2670,1069,2155,122
2671,1044,1554,237
2672,1225,2686,79
2673,1444,1877,31
2674,1038,2252,281
2675,1367,2506,95
2676,1085,1097,250
2677,1129,1034,200
2678,1217,1453,29
2679,1382,1887,269
2680,1531,1788,244
2681,1247,2869,77
2682,1376,1619,54
2683,1273,1265,53
2684,1080,2769,183
2685,1452,1170,115
2686,1552,1094,260
2687,1164,1928,289
2688,1517,2855,196
2689,1227,1301,0
2690,1439,2843,79
2691,1021,2158,258
2692,1218,2810,78
2693,1225,1095,87
2694,1333,1933,218
2695,1513,1912,132
2696,1461,1776,42
2697,1378,2894,273
2698,1362,2820,21
2699,1297,2686,213
2700,1569,2631,274
2701,1220,2207,254
2702,1553,1185,235
2703,1195,1595,204
2704,1612,2289,300
2705,1011,1419,267
2706,1524,2094,258
2707,1351,2489,113
2708,1361,1827,170
2709,1398,2267,132
2710,1034,1595,68
2711,1615,2158,236
2712,1542,2799,230
2713,1118,2686,6
2714,1622,2866,74
2715,1614,1390,139
2716,1119,2905,238
2717,1540,2523,201
2718,1204,1914,127
2719,1035,1727,3
2720,1629,2441,263
2721,1478,1701,165
2722,1409,2590,179
2723,1015,2982,63
2724,1250,1631,292
2725,1385,1310,210
2726,1461,2152,67
2727,1048,2090,222
2728,1037,1570,124
2729,1459,2198,109
2730,1420,1312,212
2731,1504,2803,273
2732,1561,2048,194
2733,1007,1469,79
2734,1144,2788,295
2735,1191,1048,51
2736,1323,1513,134
2737,1308,1810,292
2738,1093,2633,70
2739,1021,2008,239
2740,1288,2822,83
2741,1477,1413,113
2742,1471,2242,88
2743,1023,2560,133
2744,1518,1763,250
2745,1156,1246,104
2746,1244,1126,160
2747,1257,1255,50
2748,1131,1587,291
2749,1498,1177,262
2750,1407,1914,94
2751,1450,2303,135
2752,1514,2083,279
2753,1243,2808,281
2754,1135,1343,61
2755,1017,2441,265
2756,1414,2136,115
2757,1598,1661,176
2758,1450,1671,64
2759,1281,1292,258
2760,1093,2305,5
2761,1149,1912,238
2762,1129,1851,228
2763,1374,1209,72
2764,1104,2121,115
2765,1584,2350,78
2766,1382,1119,126
2767,1431,1166,251
2768,1218,1353,160
2769,1610,1459,65
2770,1441,2532,174
2771,1149,1382,198
2772,1055,1879,117
2773,1036,2111,218
2774,1095,2830,143
2775,1541,1652,46
2776,1106,1495,211
2777,1184,2530,19
2778,1193,2571,87
2779,1200,2115,61
2780,1033,2182,170
2781,1222,1635,64
2782,1261,2757,249
2783,1506,1115,144
2784,1471,1522,21
2785,1371,1967,186
2786,1638,1515,296
2787,1578,2598,38
2788,1415,1101,207
2789,1548,2304,277
2790,1215,2110,240
2791,1640,1176,116
2792,1303,1461,237
2793,1011,1052,175
2794,1084,1113,242
2795,1307,1230,292
2796,1438,1877,52
2797,1129,1936,246
2798,1086,1551,39
2799,1475,2736,53
2800,1251,2656,266
2801,1001,2792,204
2802,1225,2369,277
2803,1622,1443,87
2804,1095,1249,201
2805,1221,1632,15
2806,1384,2457,17
2807,1198,1754,257
2808,1132,2099,295
2809,1556,2773,267
2810,1229,2924,0
2811,1287,2913,158
2812,1629,2167,38
2813,1197,1860,113
2814,1063,2631,0
2815,1522,2866,198
2816,1249,2003,119
2817,1135,1788,49
2818,1583,1912,287
2819,1388,1088,131
2820,1112,2045,89
2821,1349,2865,187
2822,1297,2418,204
2823,1282,1420,1
2824,1487,1968,27
2825,1533,1091,195
2826,1092,1186,237
2827,1535,1785,193
2828,1374,1854,14
2829,1413,2079,150
2830,1069,1018,95
2831,1448,2477,271
2832,1018,2059,106
2833,1252,2036,91
2834,1395,1862,210
2835,1485,2308,230
2836,1206,1709,190
2837,1527,1825,186
2838,1127,1998,262
2839,1332,2213,61
2840,1281,2314,168
2841,1487,1428,298
2842,1461,2494,170
2843,1135,1466,201
2844,1058,2647,1
2845,1017,2985,256
2846,1402,1926,45
2847,1225,2155,196
2848,1398,2951,195
2849,1494,1167,129
2850,1160,1946,226
2851,1626,1879,212
2852,1377,2932,196
2853,1447,2730,199
2854,1287,2205,188
2855,1095,1588,216
2856,1481,2310,73
2857,1581,2091,95
2858,1564,2518,213
2859,1038,1698,234
2860,1556,1238,248
2861,1383,1169,239
2862,1366,1399,139
2863,1231,1416,32
2864,1024,1236,291
2865,1584,1540,168
2866,1250,2184,154
2867,1090,2670,27
2868,1419,2918,258
2869,1017,2374,267
2870,1437,2319,56
2871,1518,1248,51
2872,1186,2844,84
2873,1481,1263,154
2874,1169,2172,19
2875,1129,1987,289
2876,1245,2409,236
2877,1301,1325,137
2878,1387,2595,236
2879,1603,1451,124
2880,1309,1336,290
2881,1261,1108,248
2882,1092,2489,156
2883,1470,1752,70
2884,1362,2726,250
2885,1288,2152,257
2886,1345,2236,290
2887,1285,2780,222
2888,1099,1532,135
2889,1316,2705,83
2890,1285,1596,12
2891,1139,1572,23
2892,1451,2840,123
2893,1576,2897,204
2894,1064,2972,57
2895,1319,1159,136
2896,1546,1545,76
2897,1081,2670,203
2898,1519,2629,104
2899,1281,2691,13
2900,1208,1544,206
2901,1382,2457,214
2902,1238,1743,22
2903,1056,1592,300
2904,1137,2317,127
2905,1542,2250,100
2906,1270,1340,285
2907,1337,1049,260
2908,1376,1098,159
2909,1122,1244,170
2910,1584,1388,47
2911,1504,1999,11
2912,1398,2013,46
2913,1311,1014,212
2914,1586,2853,58
2915,1258,2570,266
2916,1259,2800,266
2917,1391,1776,28
2918,1148,1873,220
2919,1376,1289,24
2920,1629,1864,3
2921,1136,1351,45
2922,1161,2210,294
2923,1236,2308,156
2924,1319,2375,185
2925,1122,2118,245
2926,1148,2311,122
2927,1560,2441,215
2928,1576,1097,98
2929,1148,1868,135
2930,1101,1056,298
2931,1629,2696,23
2932,1427,2348,213
2933,1327,1551,199
2934,1421,1952,47
2935,1396,1150,133
2936,1588,2308,190
2937,1252,1372,194
2938,1459,2835,123
2939,1126,2121,27
2940,1648,2358,280
2941,1096,2233,132
2942,1574,1077,130
2943,1188,2483,187
2944,1402,2511,110
2945,1031,1218,253
2946,1150,1794,147
2947,1588,1180,296
2948,1290,1817,15
2949,1450,2254,138
2950,1580,1792,74
2951,1588,2658,241
2952,1581,2201,82
2953,1381,1661,190
2954,1137,2932,175
2955,1611,2176,65
2956,1120,2779,58
2957,1643,1730,82
2958,1071,1339,141
2959,1455,2839,256
2960,1567,2887,201
2961,1386,2729,125
2962,1148,1702,208
2963,1093,1765,96
2964,1089,1108,200
2965,1122,1172,279
2966,1443,2658,195
2967,1482,1851,199
2968,1139,1117,133
2969,1038,1624,266
2970,1500,2914,68
2971,1095,1331,64
2972,1473,2304,75
2973,1635,1808,6
2974,1584,2517,60
2975,1035,2598,44
2976,1504,2356,54
2977,1540,2073,118
2978,1113,1266,73
2979,1114,1129,90
2980,1135,1135,128
2981,1564,2421,292
2982,1108,1122,61
2983,1362,1122,169
2984,1007,2351,178
2985,1250,2349,175
2986,1203,1957,244
2987,1551,2912,249
2988,1245,1042,36
2989,1098,2211,184
2990,1372,2852,281
2991,1509,2784,53
2992,1282,2780,271
2993,1372,1867,272
2994,1288,2234,232
2995,1390,1415,78
2996,1145,2574,144
2997,1630,2420,108
2998,1174,1356,227
2999,1413,2651,276
3000,1443,2088,161
3001,1485,2582,148
3002,1544,1742,184
3003,1521,1361,64
3004,1166,2481,30
3005,1203,1838,28
3006,1383,2213,44
3007,1177,1218,229
3008,1077,1987,124
3009,1398,2607,240
3010,1573,1700,175
3011,1501,1433,99
3012,1112,1014,116
3013,1073,2958,44
3014,1362,1535,82
3015,1125,1123,282
3016,1048,1116,204
3017,1018,1769,142
3018,1473,2699,39
3019,1551,1035,249
3020,1103,1780,197
3021,1086,2134,130
3022,1093,2976,169
3023,1552,1512,145
3024,1456,2703,41
3025,1509,1057,228
3026,1399,1710,27
3027,1387,2722,246
3028,1612,1552,24
3029,1058,2487,242
3030,1510,1549,143
3031,1243,1589,252
3032,1386,2766,239
3033,1133,2428,96
3034,1240,2777,58
3035,1456,1465,215
3036,1576,2856,41
3037,1544,2584,103
3038,1111,1878,236
3039,1342,2077,170
3040,1430,2623,188
3041,1153,2815,190
3042,1556,1172,230
3043,1543,2211,161
3044,1280,2303,126
3045,1075,2006,17
3046,1055,1659,189
3047,1635,1377,205
3048,1318,2955,5
3049,1052,1565,20
3050,1145,1237,29
3051,1476,2771,251
3052,1643,1113,152
3053,1608,2735,100
3054,1540,2295,217
3055,1210,2786,77
3056,1306,1013,68
3057,1623,2060,76
3058,1496,1567,43
3059,1567,2892,65
3060,1607,1201,250
3061,1175,2227,84
3062,1228,2428,214
3063,1553,1554,120
3064,1249,2010,18
3065,1153,2282,59
3066,1590,1682,203
3067,1529,1416,227
3068,1141,1235,84
3069,1548,2540,10
3070,1337,2615,209
3071,1170,2710,158
3072,1041,2410,287
3073,1306,2922,297
3074,1357,2735,256
3075,1511,2697,147
3076,1078,1173,166
3077,1318,1826,215
3078,1226,2090,85
3079,1158,1193,69
3080,1295,1569,35
3081,1145,1023,17
3082,1629,2897,234
3083,1435,1122,252
3084,1206,1572,269
3085,1137,2032,230
3086,1189,2575,243
3087,1607,1470,32
3088,1009,2911,22
3089,1286,2070,187
3090,1414,1689,230
3091,1304,2355,28
3092,1549,1831,240
3093,1470,1847,238
3094,1274,1452,186
3095,1173,1949,78
3096,1323,1954,159
3097,1109,2862,111
3098,1326,2831,56
3099,1499,1618,207
3100,1591,2915,1
3101,1262,1744,117
3102,1358,2676,273
3103,1036,2782,143
3104,1562,1673,60
3105,1414,1613,208
3106,1197,1076,210
3107,1580,1937,141
3108,1233,2045,193
3109,1055,1801,0
3110,1064,2121,114
3111,1581,1720,189
3112,1152,2637,214
3113,1489,2832,119
3114,1345,1083,160
3115,1375,1652,290
3116,1249,1736,223
3117,1239,1256,255
3118,1494,2325,38
3119,1268,1262,112
3120,1368,1162,295
3121,1333,2900,279
3122,1225,2933,42
3123,1648,2522,222
3124,1624,1509,36
3125,1274,2818,11
3126,1638,1141,252
3127,1306,2357,145
3128,1086,2934,251
3129,1462,1852,218
3130,1086,1296,93
3131,1446,2169,27
3132,1125,2299,213
3133,1643,1411,150
3134,1609,1555,296
3135,1318,1994,33
3136,1161,1287,139
3137,1091,1961,2
3138,1557,1976,234
3139,1369,2504,68
3140,1330,1001,35
3141,1194,1129,243
3142,1338,1036,295
3143,1403,1575,50
3144,1218,2069,183
3145,1116,2003,280
3146,1464,1385,29
3147,1465,2357,18
3148,1430,2174,244
3149,1371,1703,226
3150,1031,1199,155
3151,1178,2705,274
3152,1340,2894,150
3153,1570,2729,6
3154,1212,2509,102
3155,1061,1430,6
3156,1128,2352,131
3157,1521,2345,250
3158,1271,1103,93
3159,1081,1119,252
3160,1382,2008,22
3161,1466,1297,129
3162,1140,1049,199
3163,1278,1422,60
3164,1453,1564,197
3165,1398,1114,213
3166,1174,1436,158
3167,1594,1792,33
3168,1613,2672,130
3169,1516,2406,261
3170,1078,1767,271
3171,1023,1617,34
3172,1265,1967,186
3173,1167,1094,197
3174,1638,1867,109
3175,1465,2718,11
3176,1526,1425,226
3177,1379,1546,290
3178,1335,1636,152
3179,1575,1650,164
3180,1435,1025,214
3181,1551,1938,107
3182,1339,2371,7
3183,1567,1858,184
3184,1459,1882,133
3185,1390,2515,213
3186,1466,2436,179
3187,1598,2588,48
3188,1173,1225,117
3189,1470,2518,70
3190,1357,1383,218
3191,1480,2901,209
3192,1447,1940,276
3193,1557,2989,74
3194,1329,2382,252
3195,1284,2065,56
3196,1089,1033,102
3197,1339,1187,238
3198,1042,1013,197
3199,1426,1953,171
3200,1089,2606,30
3201,1555,1215,150
3202,1613,1259,171
3203,1181,2419,51
3204,1075,1360,297
3205,1392,2958,28
3206,1399,1854,209
3207,1607,1681,90
3208,1541,1966,66
3209,1549,2729,153
3210,1364,2212,137
3211,1001,1443,71
3212,1215,2656,113
3213,1626,1555,206
3214,1209,1080,2
3215,1195,1798,166
3216,1011,2863,79
3217,1064,1555,30
3218,1429,1461,217
3219,1537,1332,123
3220,1591,1103,38
3221,1342,1824,284
3222,1217,1711,61
3223,1188,2006,108
3224,1433,1386,10
3225,1244,1965,63
3226,1330,2792,124
3227,1102,1357,183
3228,1017,2744,165
3229,1375,2478,97
3230,1484,2804,226
3231,1523,2537,281
3232,1567,1772,109
3233,1016,2653,147
3234,1421,1065,46
3235,1435,1012,278
3236,1512,1571,299
3237,1379,1806,145
3238,1417,2367,113
3239,1150,2081,136
3240,1195,2373,193
3241,1186,2708,247
3242,1293,1390,92
3243,1323,2990,224
3244,1593,2741,200
3245,1149,1938,43
3246,1628,2815,4
3247,1596,2654,147
3248,1566,1070,2
3249,1169,2261,186
3250,1164,1620,122
3251,1304,2882,251
3252,1428,1185,147
3253,1135,1539,222
3254,1037,2803,78
3255,1632,1869,68
3256,1427,2432,284
3257,1142,2131,164
3258,1235,1246,104
3259,1490,2400,282
3260,1260,1122,240
3261,1514,2639,99
3262,1248,1254,206
3263,1335,1929,2
3264,1250,2404,165
3265,1504,1771,291
3266,1511,1054,267
3267,1449,2490,178
3268,1402,2791,72
3269,1302,1144,9
3270,1478,1117,61
3271,1463,2655,154
3272,1402,1706,250
3273,1414,1314,91
3274,1507,2350,10
3275,1618,2713,132
3276,1299,1555,109
3277,1113,1954,235
3278,1494,2637,295
3279,1579,2233,165
3280,1239,2525,271
3281,1273,2722,297
3282,1376,1380,236
3283,1007,1131,218
3284,1500,1277,91
3285,1318,2988,211
3286,1555,1557,210
3287,1283,2094,287
3288,1143,2451,92
3289,1221,2803,272
3290,1050,1797,197
3291,1306,1345,160
3292,1466,2502,215
3293,1410,1492,13
3294,1119,2596,216
3295,1574,1749,88
3296,1623,1101,252
3297,1288,2033,163
3298,1001,1203,106
3299,1316,2087,113
3300,1595,1775,277
3301,1419,1035,170
3302,1323,2758,19
3303,1107,1939,104
3304,1058,1851,17
3305,1196,1192,115
3306,1253,1766,44
3307,1335,2330,124
3308,1637,2413,69
3309,1052,1081,190
3310,1124,2566,235
3311,1427,1958,72
3312,1019,2664,214
3313,1043,2034,66
3314,1208,1514,85
3315,1204,2374,86
3316,1339,2429,196
3317,1400,2041,67
3318,1352,1739,109
3319,1023,2109,264
3320,1223,2402,36
3321,1643,2292,110
3322,1424,2020,50
3323,1031,1973,105
3324,1298,1437,40
3325,1038,2279,240
3326,1621,1411,223
3327,1641,1683,271
3328,1125,2171,68
3329,1536,2222,99
3330,1204,2662,33
3331,1404,2369,297
3332,1208,2921,147
3333,1597,2623,14
3334,1404,1544,203
3335,1017,2369,144
3336,1284,2466,98
3337,1379,1620,95
3338,1177,1172,121
3339,1234,1445,228
3340,1027,2640,218
3341,1308,2071,105
3342,1256,2383,42
3343,1347,1242,13
3344,1572,2514,89
3345,1505,1060,150
3346,1131,2596,18
3347,1623,1814,141
3348,1321,1443,86
3349,1536,1386,260
3350,1521,2197,118
3351,1127,1547,25
3352,1543,2090,17
3353,1113,2569,207
3354,1234,2304,48
3355,1528,2581,164
3356,1337,2985,146
3357,1183,2295,51
3358,1078,1486,93
3359,1242,1016,107
3360,1338,1448,176
3361,1003,1265,124
3362,1574,1868,142
3363,1634,2499,83
3364,1218,1345,223
3365,1267,1598,222
3366,1094,2247,173
3367,1043,1262,128
3368,1556,1842,287
3369,1230,2888,234
3370,1146,2465,91
3371,1409,2787,2
3372,1010,2049,242
3373,1577,1472,216
3374,1063,2251,274
3375,1488,2738,57
3376,1616,2399,126
3377,1271,2632,267
3378,1447,2587,26
3379,1129,1651,78
3380,1499,1214,23
3381,1404,1339,93
3382,1643,2850,47
3383,1080,2508,187
3384,1413,2909,277
3385,1481,1253,232
3386,1476,2691,165
3387,1011,2851,237
3388,1387,1339,3
3389,1463,1209,184
3390,1255,1012,282
3391,1083,1611,46
3392,1032,2927,91
3393,1188,1631,76
3394,1624,1818,53
3395,1634,1236,245
3396,1315,1246,164
3397,1503,1645,34
3398,1320,2173,100
3399,1089,2997,188
3400,1569,1260,44
3401,1554,1541,180
3402,1177,1530,218
3403,1220,2828,287
3404,1233,1757,135
3405,1086,2467,39
3406,1538,2503,170
3407,1531,2894,218
3408,1175,2144,148
3409,1517,1339,53
3410,1467,1364,61
3411,1187,2521,59
3412,1518,2474,98
3413,1613,2162,205
3414,1032,2325,6
3415,1542,1339,276
3416,1056,2970,181
3417,1567,1618,104
3418,1237,2681,105
3419,1134,1425,72
3420,1390,1971,48
3421,1529,1568,236
3422,1613,1156,224
3423,1270,2070,285
3424,1359,2360,36
3425,1446,1210,142
3426,1581,1598,182
3427,1369,1089,206
3428,1107,2610,136
3429,1256,1346,210
3430,1593,2626,145
3431,1302,2289,88
3432,1246,1286,128
3433,1323,1160,25
3434,1373,2629,190
3435,1532,2104,86
3436,1552,1793,136
3437,1634,2237,33
3438,1437,2177,45
3439,1187,1290,90
3440,1224,2465,78
3441,1042,1069,234
3442,1235,1853,164
3443,1396,2594,82
3444,1416,2176,299
3445,1234,2260,50
3446,1520,1338,54
3447,1199,1794,226
3448,1575,1002,65
3449,1053,2771,291
3450,1078,2743,76
3451,1063,2797,160
3452,1076,1691,265
3453,1574,1793,138
3454,1597,2487,225
3455,1478,2029,71
3456,1582,2012,120
3457,1567,2122,291
3458,1308,1064,279
3459,1103,2799,205
3460,1266,1701,251
3461,1378,2076,300
3462,1417,2182,241
3463,1343,1789,63
3464,1113,1896,5
3465,1096,1830,40
3466,1215,2085,269
3467,1273,2952,183
3468,1183,1963,250
3469,1286,1687,9
3470,1097,2916,235
3471,1417,1317,234
3472,1329,2866,143
3473,1628,1333,266
3474,1387,2345,205
3475,1062,1791,277
3476,1185,2135,259
3477,1477,2520,159
3478,1154,1030,36
3479,1121,2605,275
3480,1293,2919,282
3481,1294,1340,5
3482,1127,2210,29
3483,1230,2864,41
3484,1373,1298,35
3485,1145,1121,270
3486,1262,2586,222
3487,1351,2741,274
3488,1114,2045,105
3489,1345,2175,32
3490,1098,2804,67
3491,1254,1869,136
3492,1577,1836,170
3493,1623,1288,268
3494,1016,2286,165
3495,1263,2553,10
3496,1062,1770,143
3497,1643,2726,212
3498,1098,1541,42
3499,1197,1876,86
3500,1229,2520,139
3501,1013,1636,116
3502,1221,2473,144
3503,1021,2071,232
3504,1615,1354,140
3505,1442,1110,183
3506,1382,1467,195
3507,1333,1648,14
3508,1177,2281,257
3509,1453,1025,100
3510,1643,1345,224
3511,1074,1310,128
3512,1099,1208,296
3513,1292,2087,135
3514,1127,1008,95
3515,1289,1030,205
3516,1424,1306,286
3517,1497,2607,20
3518,1618,1867,8
3519,1609,2731,14
3520,1186,1162,12
3521,1143,1477,144
3522,1496,1922,249
3523,1368,1018,161
3524,1370,1261,85
3525,1581,1333,48
3526,1427,2120,65
3527,1317,2588,210
3528,1353,2768,158
3529,1013,1381,284
3530,1563,1825,155
3531,1122,1004,300
3532,1116,2766,205
3533,1252,2716,231
3534,1513,1606,266
3535,1390,1013,219
3536,1561,2393,46
3537,1257,2985,188
3538,1447,1494,123
3539,1348,1521,24
3540,1412,2368,223
3541,1586,2148,232
3542,1409,1724,18
3543,1236,2177,52
3544,1534,1857,106
3545,1237,2462,111
3546,1484,1668,45
3547,1292,1238,241
3548,1350,1603,25
3549,1232,1430,193
3550,1472,2524,108
3551,1157,1689,280
3552,1005,2697,136
3553,1115,1946,46
3554,1469,1450,180
3555,1189,1314,53
3556,1572,1078,56
3557,1052,2876,198
3558,1156,1066,69
3559,1172,1232,52
3560,1597,2541,106
3561,1274,2160,76
3562,1562,2858,95
3563,1155,1707,18
3564,1263,2084,38
3565,1105,2855,2
3566,1569,2240,1
3567,1521,2090,224
3568,1433,1786,210
3569,1450,2233,271
3570,1224,2298,206
3571,1209,1441,113
3572,1550,1760,43
3573,1446,1588,232
3574,1539,1738,277
3575,1600,1570,59
3576,1454,2091,277
3577,1134,1075,18
3578,1573,2620,60
3579,1479,2725,29
3580,1025,2194,176
3581,1153,1094,138
3582,1268,2450,244
3583,1390,2824,260
3584,1029,1372,28
3585,1145,2964,237
3586,1193,1052,165
3587,1648,1452,287
3588,1391,2736,209
3589,1276,1531,10
3590,1400,1286,90
3591,1377,2987,229
3592,1605,1155,68
3593,1371,2864,192
3594,1192,2356,28
3595,1586,1088,248
3596,1409,2708,42
3597,1123,1312,214
3598,1255,2465,299
3599,1166,2217,235
3600,1604,2666,235
3601,1203,1048,7
3602,1197,2752,193
3603,1579,1031,235
3604,1483,2650,278
3605,1125,2413,195
3606,1649,2752,83
3607,1398,2132,122
3608,1464,2742,119
3609,1623,2653,169
3610,1020,2506,32
3611,1510,2295,129
3612,1299,2514,39
3613,1413,2055,121
3614,1157,1014,138
3615,1462,1424,265
3616,1604,1842,44
3617,1400,2427,101
3618,1525,2285,277
3619,1502,1565,40
3620,1593,2476,297
3621,1082,1735,121
3622,1110,2165,212
3623,1610,1561,278
3624,1632,1388,143
3625,1153,1045,261
3626,1260,1129,29
3627,1551,1975,97
3628,1435,2726,137
3629,1477,2006,174
3630,1161,2126,110
3631,1023,2214,114
3632,1017,1351,87
3633,1553,1860,266
3634,1532,1931,45
3635,1344,2950,127
3636,1547,1965,65
3637,1611,1834,71
3638,1550,1635,193
3639,1439,2948,76
3640,1269,1416,84
3641,1165,2214,224
3642,1329,2295,15
3643,1354,1186,111
3644,1198,2080,193
3645,1454,2966,170
3646,1156,1446,24
3647,1562,2326,223
3648,1169,1588,267
3649,1280,1923,222
3650,1360,1964,25
3651,1420,1638,89
3652,1507,1516,258
3653,1399,2006,191
3654,1625,2920,234
3655,1528,2850,55
3656,1027,2373,191
3657,1192,1892,33
3658,1490,2002,68
3659,1147,1411,52
3660,1329,1682,275
3661,1523,2538,131
3662,1380,2038,206
3663,1371,1565,160
3664,1535,1001,265
3665,1366,1247,274
3666,1386,2764,118
3667,1523,2286,226
3668,1255,1889,11
3669,1250,1759,294
3670,1604,2580,210
3671,1178,1418,275
3672,1231,2116,167
3673,1008,2679,148
3674,1115,1725,29
3675,1643,2350,54
3676,1571,1013,42
3677,1579,1441,182
3678,1583,2067,108
3679,1615,2230,59
3680,1094,1997,247
3681,1194,2250,153
3682,1546,1898,137
3683,1397,1751,46
3684,1556,1325,58
3685,1239,1560,221
3686,1388,2554,274
3687,1088,2788,233
3688,1455,1977,231
3689,1030,1810,176
3690,1165,1754,217
3691,1371,2904,42
3692,1140,2029,291
3693,1122,2244,12
3694,1510,1637,173
3695,1060,1461,172
3696,1641,2381,22
3697,1433,1214,289
3698,1240,2877,145
3699,1450,2908,153
3700,1500,2717,229
3701,1516,1138,166
3702,1471,1364,246
3703,1226,2264,228
3704,1619,2512,154
3705,1075,1735,164
3706,1243,1735,42
3707,1391,1390,199
3708,1309,2702,165
3709,1145,2069,118
3710,1613,2898,60
3711,1078,2626,259
3712,1155,1252,91
3713,1482,1469,111
3714,1394,2197,282
3715,1424,1271,21
3716,1365,2843,143
3717,1325,1131,97
3718,1105,2757,93
3719,1062,1811,190
3720,1116,1282,62
3721,1327,1917,133
3722,1273,2827,57
3723,1618,2413,290
3724,1145,2465,239
3725,1471,2829,27
3726,1338,1360,176
3727,1612,1055,194
3728,1259,2379,291
3729,1568,2124,267
3730,1369,2769,101
3731,1202,2971,133
3732,1386,2207,7
3733,1031,2146,13
3734,1009,1724,73
3735,1491,1080,182
3736,1358,1575,7
3737,1481,2718,74
3738,1068,2853,248
3739,1373,2945,109
3740,1406,2404,22
3741,1596,2849,163
3742,1286,2336,247
3743,1353,1810,184
3744,1066,1834,136
3745,1495,2975,257
3746,1598,1058,116
3747,1258,2870,155
3748,1359,2513,121
3749,1230,1062,178
3750,1418,2505,9
3751,1338,1038,280
3752,1186,1450,260
3753,1520,1893,209
3754,1494,1621,31
3755,1618,2652,19
3756,1508,1508,35
3757,1529,2490,125
3758,1448,1127,38
3759,1332,1210,95
3760,1386,2823,37
3761,1022,1891,190
3762,1386,2625,118
3763,1303,2396,262
3764,1282,1660,19
3765,1057,2954,58
3766,1435,1718,266
3767,1259,2251,224
3768,1610,2748,254
3769,1074,1984,220
3770,1333,2218,210
3771,1255,1279,138
3772,1592,1326,244
3773,1345,1315,8
3774,1598,1493,119
3775,1275,2392,225
3776,1400,1117,105
